City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,vilhena,-12.7406,-60.1458,28.12,69,75,4.63,BR,1681842535
363,yarm,54.5036,-1.3579,10.53,75,0,8.23,GB,1681842777
364,tukrah,32.5341,20.5791,15.38,73,0,2.47,LY,1681842777
365,plettenberg bay,-34.0527,23.3716,16.49,82,0,1.65,ZA,1681842686
366,fort stockton,30.894,-102.8793,29.03,8,0,8.23,US,1681842516
367,luganville,-15.5333,167.1667,24.12,88,88,2.45,VU,1681842778
368,trincomalee,8.5711,81.2335,27.6,80,5,3.17,LK,1681842779
369,vangaindrano,-23.35,47.6,22.37,83,45,1.2,MG,1681842779
370,amga,60.8953,131.9608,-12.45,99,100,1.04,RU,1681842779
371,kuanda,56.3161,116.0806,-10.15,86,29,0.38,RU,1681842731
372,chake chake,-5.2459,39.7666,24.84,91,100,4.98,TZ,1681842779
373,aioun,16.6614,-9.6149,36.45,14,99,4.74,MR,1681842779
374,jackson,42.4165,-122.8345,10.08,49,40,0.89,US,1681842603
375,lhokseumawe,5.1801,97.1507,26.37,88,69,2.85,ID,1681842779
376,pangody,65.85,74.4859,-9.64,92,100,5.21,RU,1681842779
377,berwick-upon-tweed,55.7833,-2.0,10.01,83,13,4.27,GB,1681842780
378,kharan,28.5833,65.4167,19.18,55,49,1.65,PK,1681842780
379,mugia,43.1041,-9.2179,16.62,76,28,7.18,ES,1681842780
380,ishigaki,24.3448,124.1572,25.07,94,100,6.17,JP,1681842780
381,saurimo,-9.6608,20.3916,18.88,93,100,1.8,AO,1681842780
382,skeldon,5.8833,-57.1333,29.63,54,83,3.85,GY,1681842780
383,enshi,30.3,109.4833,19.14,95,100,0.17,CN,1681842780
384,bam,29.106,58.357,21.64,29,100,2.7,IR,1681842780
385,abbeville,50.1,1.8333,13.05,75,81,6.05,FR,1681842780
386,mhamid,29.82,-5.72,28.99,14,0,6.64,MA,1681842780
387,clarksburg,39.2807,-80.3445,16.7,36,0,7.2,US,1681842781
388,mosty,53.4122,24.5387,8.44,78,90,3.31,BY,1681842781
389,zhanibek,49.4167,46.85,10.65,34,99,4.39,KZ,1681842781
390,reggane,26.7158,0.1714,32.6,7,97,4.88,DZ,1681842781
391,kapuskasing,49.4169,-82.4331,-4.95,80,100,15.95,CA,1681842493
392,cidreira,-30.1811,-50.2056,23.08,48,37,1.37,BR,1681842781
393,nyurba,63.2842,118.3319,-14.95,97,99,1.73,RU,1681842781
394,anadyr,64.75,177.4833,-1.72,80,75,5.0,RU,1681842781
395,jalai nur,49.45,117.7,0.82,28,100,2.77,CN,1681842782
396,taksimo,56.3444,114.8794,-7.55,81,99,0.82,RU,1681842782
397,nagqu,31.5,92.0,2.08,56,100,2.52,CN,1681842782
398,huaiyuan chengguanzhen,32.9589,117.1657,15.71,93,98,4.14,CN,1681842782
399,kitimat,54.0524,-128.6534,9.21,68,99,2.06,CA,1681842782
400,nuuk,64.1835,-51.7216,-1.66,86,100,5.14,GL,1681842272
401,caleta de carquin,-11.0925,-77.6267,26.0,71,99,5.38,PE,1681842782
402,teluknaga,-6.0989,106.6381,27.32,100,40,1.54,ID,1681842783
403,taghazout,30.5426,-9.7112,20.43,85,77,1.96,MA,1681842783
404,san antonio de pale,-1.4014,5.6325,28.22,79,88,4.73,GQ,1681842783
405,uttar char fasson,22.2332,90.7132,28.41,82,0,4.58,BD,1681842783
406,auki,-8.7676,160.7034,24.5,82,64,0.27,SB,1681842783
407,kenora,49.8167,-94.4337,5.54,20,40,4.12,CA,1681842534
408,colonia menno,-22.3667,-59.8167,20.66,87,100,2.71,PY,1681842783
409,viedma,-40.8135,-62.9967,17.48,37,86,8.85,AR,1681842340
410,qashyr,53.0675,76.1036,-4.94,81,93,3.77,KZ,1681842784
411,kikvidze,50.7416,43.0518,9.76,51,100,3.54,RU,1681842731
412,puerto san jose,13.9256,-90.8244,31.76,53,14,5.34,GT,1681842784
413,prince rupert,54.3161,-130.3201,8.83,66,0,2.57,CA,1681842784
414,sola,-13.8833,167.55,27.33,75,100,4.06,VU,1681842784
415,nemuro,43.3236,145.575,3.11,85,99,1.5,JP,1681842784
416,zhangjiakou,40.81,114.8794,13.38,32,1,2.42,CN,1681842785
417,redcliff,-19.0333,29.7833,19.12,34,100,5.26,ZW,1681842785
418,haiku-pauwela,20.9219,-156.3051,25.58,72,0,2.57,US,1681842785
419,businga,3.3333,20.8833,22.3,91,100,0.86,CD,1681842785
420,minas de marcona,-15.2119,-75.1103,20.61,58,50,8.51,PE,1681842785
421,east london,-33.0153,27.9116,16.52,100,0,0.51,ZA,1681842554
422,gambiran satu,-8.3939,114.1464,22.46,97,93,0.91,ID,1681842786
423,manavalakurichi,8.1333,77.3,27.9,79,7,1.99,IN,1681842786
424,porto novo,6.4965,2.6036,29.9,77,59,4.37,BJ,1681842786
425,saint-joseph,-21.3667,55.6167,24.21,82,18,4.96,RE,1681842786
426,lerwick,60.1545,-1.1494,9.0,81,85,4.05,GB,1681842786
427,krasnovishersk,60.4078,57.082,-3.09,89,13,1.7,RU,1681842786
428,cartagena,10.3997,-75.5144,29.79,70,40,5.66,CO,1681842505
429,peterhead,57.5058,-1.7981,9.22,78,35,4.42,GB,1681842786
430,jamaame,0.0697,42.745,26.56,83,29,2.67,SO,1681842786
431,santo antonio do ica,-3.1022,-67.9397,33.37,47,62,0.96,BR,1681842786
432,puerto ayacucho,5.6639,-67.6236,34.14,42,63,1.49,VE,1681842787
433,kurtamysh,54.9103,64.4319,2.03,62,65,2.84,RU,1681842787
434,brisas de zicatela,15.8369,-97.0419,31.29,66,0,3.09,MX,1681842787
435,siilinjarvi,63.0833,27.6667,6.01,52,0,2.06,FI,1681842787
436,ebon,4.582,168.6964,27.72,79,85,5.61,MH,1681842787
437,fallon,39.4735,-118.7774,5.81,39,100,1.79,US,1681842787
438,diego de almagro,-26.3667,-70.05,24.8,18,0,5.34,CL,1681842788
439,ancud,-41.8697,-73.8203,12.62,92,100,6.1,CL,1681842695
440,taltal,-25.4,-70.4833,20.11,67,14,3.94,CL,1681842788
441,strangnas,59.3774,17.0312,8.3,70,47,3.86,SE,1681842788
442,acajutla,13.5928,-89.8275,31.0,55,89,4.71,SV,1681842788
443,piton saint-leu,-21.2196,55.3151,23.06,78,20,2.57,RE,1681842788
444,majuro,7.0897,171.3803,27.98,78,100,4.12,MH,1681842788
445,laguna,38.421,-121.4238,15.72,51,20,3.09,US,1681842645
446,sorong,-0.8833,131.25,25.9,85,100,1.74,ID,1681842788
447,grants,35.1473,-107.8514,18.13,10,0,8.23,US,1681842660
448,koulamoutou,-1.1303,12.4736,24.69,87,49,0.75,GA,1681842788
449,sainte-suzanne,-20.9061,55.6089,25.12,89,16,4.63,RE,1681842789
450,gunjur,13.2019,-16.7339,29.04,54,0,2.57,GM,1681842789
451,vidyayevo,69.3191,32.8049,0.23,90,100,4.28,RU,1681842789
452,edson,53.5835,-116.4356,5.08,38,0,3.09,CA,1681842607
453,blackwater,-23.5833,148.8833,17.62,77,0,2.93,AU,1681842789
454,ulsteinvik,62.3432,5.8487,12.5,72,98,0.45,NO,1681842789
455,northam,51.0333,-4.2167,12.56,63,48,7.57,GB,1681842789
456,kidal,18.4411,1.4078,32.26,5,2,3.42,ML,1681842789
457,balabac,7.9868,117.0645,27.88,74,39,4.49,PH,1681842790
458,gonabad,34.3529,58.6837,12.69,27,55,3.71,IR,1681842790
459,kalabo,-14.97,22.6814,20.83,53,11,2.24,ZM,1681842790
460,gouyave,12.1646,-61.7296,29.43,62,20,10.29,GD,1681842790
461,tubarjal,30.4999,38.216,22.78,47,12,3.52,SA,1681842791
462,abnub,27.2696,31.1511,32.12,13,100,1.98,EG,1681842791
463,port charlotte,26.9762,-82.0906,27.78,57,0,3.09,US,1681842791
464,roma,43.2128,-75.4557,7.75,73,100,7.2,US,1681842687
465,micheweni,-4.9667,39.8333,25.57,88,100,6.26,TZ,1681842791
466,eurajoki,61.2,21.7333,10.01,82,5,3.86,FI,1681842791
467,naliya,23.2667,68.8333,27.34,70,100,4.1,IN,1681842791
468,balykchy,42.4557,76.1861,2.12,50,9,0.75,KG,1681842791
469,aubenas,44.6201,4.3899,13.42,89,40,1.67,FR,1681842792
470,usinsk,65.9939,57.5281,-4.74,86,55,2.71,RU,1681842792
471,bairnsdale,-37.8333,147.6167,10.59,94,0,2.3,AU,1681842792
472,champasak,14.75,106.0,25.75,77,6,0.97,LA,1681842792
473,meadville,41.6414,-80.1515,2.97,87,100,7.2,US,1681842792
474,uthal,25.8072,66.6219,27.03,43,81,0.82,PK,1681842792
475,ugoofaaru,5.6667,73.0,28.6,69,10,1.18,MV,1681842792
476,andovoranto,-18.95,49.1,23.41,92,57,3.77,MG,1681842793
477,borogontsy,62.6683,131.1683,-7.33,97,100,1.72,RU,1681842793
478,barra de santo antonio,-9.4047,-35.5072,30.6,74,100,5.25,BR,1681842793
479,yeraliyev,43.2,51.65,13.29,23,31,10.31,KZ,1681842793
480,maxixe,-23.8597,35.3472,22.9,78,20,2.06,MZ,1681842793
481,princeville,45.7668,-61.2985,6.53,96,100,6.69,CA,1681842793
482,bubaque,11.2833,-15.8333,26.14,73,100,7.17,GW,1681842793
483,three points,32.0767,-111.3137,28.37,10,0,4.63,US,1681842793
484,ulladulla,-35.35,150.4667,10.43,84,97,2.74,AU,1681842794
485,ondjiva,-17.0667,15.7333,28.02,34,74,1.54,AO,1681842794
486,vila franca do campo,37.7167,-25.4333,16.23,64,100,2.45,PT,1681842794
487,tshikapa,-6.4167,20.8,22.16,96,100,1.04,CD,1681842794
488,tongchuanshi,35.0806,109.0897,16.17,59,0,1.26,CN,1681842794
489,tsiombe,-25.3,45.4833,23.14,80,6,6.72,MG,1681842795
490,porto velho,-8.7619,-63.9039,31.03,66,75,2.06,BR,1681842347
491,santiago de cuba,20.0247,-75.8219,29.06,70,40,4.63,CU,1681842795
492,isla mujeres,21.2311,-86.731,27.03,60,4,3.97,MX,1681842795
493,ko samui,9.5357,99.9357,28.82,73,6,1.96,TH,1681842795
494,buncrana,55.1333,-7.45,13.87,77,0,3.35,IE,1681842795
495,leh,34.1667,77.5833,0.38,79,74,2.02,IN,1681842795
496,gobabis,-22.45,18.9667,22.43,33,82,3.27,NA,1681842796
497,east end,34.5507,-92.341,27.04,35,0,1.34,US,1681842796
498,ghat,24.9647,10.1728,26.64,11,0,5.23,LY,1681842796
499,miracema do tocantins,-9.5618,-48.3967,30.87,64,93,1.79,BR,1681842796
500,suntar,62.1444,117.6319,-17.75,99,35,0.99,RU,1681842796
501,athens,37.9795,23.7162,18.0,62,40,1.54,GR,1681842785
502,bohuslav,49.5494,30.8744,7.71,78,100,3.66,UA,1681842796
503,terbanggi besar,-4.8667,105.2333,23.99,95,97,2.41,ID,1681842796
504,yeed,4.55,43.0333,29.24,56,14,3.69,SO,1681842796
505,sodankyla,67.4167,26.6,1.26,95,100,2.55,FI,1681842796
506,nogliki,51.8333,143.1667,-2.47,82,4,3.45,RU,1681842797
507,gadzhiyevo,69.2551,33.3362,0.74,91,100,4.26,RU,1681842791
508,kalach,50.4258,41.0261,7.86,58,99,3.39,RU,1681842797
509,margate,51.3813,1.3862,9.93,78,96,3.13,GB,1681842424
510,illela,13.7292,5.2975,33.81,15,2,0.88,NG,1681842797
511,shar,49.5886,81.0453,0.97,50,100,4.35,KZ,1681842797
512,carutapera,-1.195,-46.02,27.69,75,62,2.1,BR,1681842798
513,hilo,19.7297,-155.09,25.9,73,40,4.92,US,1681842743
514,al wakrah,24.85,51.3333,25.05,37,100,2.63,QA,1681842798
515,mitsamiouli,-11.3847,43.2844,27.94,75,84,2.04,KM,1681842798
516,maralal,1.0968,36.698,15.95,85,49,3.01,KE,1681842798
517,jwaneng,-24.6004,24.7303,19.02,27,0,3.6,BW,1681842799
518,kirikkale,39.8333,33.75,7.44,80,28,1.72,TR,1681842800
519,preobrazheniye,42.9019,133.9064,3.44,91,0,1.74,RU,1681842800
520,san jose de jachal,-30.2406,-68.7469,21.92,17,0,3.89,AR,1681842800
521,chibougamau,49.9168,-74.3659,4.79,87,100,3.6,CA,1681842801
522,zeya,53.75,127.2667,-7.94,86,10,1.98,RU,1681842801
523,kangding,30.0513,101.9603,10.16,90,39,0.72,CN,1681842801
524,udgir,18.3833,77.1167,30.93,30,56,1.89,IN,1681842801
525,chui,-33.6971,-53.4616,20.4,33,6,8.05,UY,1681842801
526,juba,4.8517,31.5825,27.02,56,100,2.58,SS,1681842801
527,ksar chellala,35.2122,2.3189,18.49,19,7,4.06,DZ,1681842801
528,fengxian,34.7039,116.5872,13.81,77,100,2.63,CN,1681842802
529,yambio,4.5721,28.3955,21.5,86,87,1.65,SS,1681842802
530,saint-henri,46.6921,-71.0671,7.47,76,100,5.8,CA,1681842802
531,nangavalli,11.75,77.8833,28.0,48,0,1.65,IN,1681842802
532,bethanie,-26.4833,17.15,25.92,25,71,3.94,NA,1681842802
533,patong,7.8961,98.2966,28.08,70,64,3.16,TH,1681842802
534,cabedelo,-6.9811,-34.8339,30.37,73,59,3.17,BR,1681842802
535,akrehamn,59.2667,5.1833,8.14,71,0,2.06,NO,1681842802
536,richards bay,-28.783,32.0377,20.05,90,0,3.64,ZA,1681842802
537,victoria de durango,24.0333,-104.6667,25.6,16,40,4.02,MX,1681842795
538,cortland,42.6001,-76.083,6.76,75,100,4.63,US,1681842730
539,molchanovo,57.5817,83.7692,-8.74,87,100,6.7,RU,1681842803
540,tozkhurmato,34.8905,44.6299,22.71,39,4,3.92,IQ,1681842803
541,muranovo,56.1833,37.9,10.68,75,56,2.39,RU,1681842803
542,hami,42.8,93.45,9.84,21,100,14.74,CN,1681842803
543,fale old settlement,-9.3852,-171.2468,27.9,76,54,2.76,TK,1681842803
544,orda,57.1951,56.9091,4.41,63,100,6.13,RU,1681842803
545,nantucket,41.2835,-70.0995,15.08,69,40,7.2,US,1681842536
546,bonthe,7.5264,-12.505,28.5,75,90,3.02,SL,1681842803
547,merritt,50.1123,-120.7942,5.33,67,100,4.29,CA,1681842608
548,cabrero,-37.0333,-72.4,16.97,35,100,0.97,CL,1681842707
549,buedu,8.2803,-10.3719,23.35,77,100,2.75,SL,1681842804
550,nova vicosa,-17.8919,-39.3719,29.03,69,34,5.88,BR,1681842804
551,revda,56.801,59.9303,0.47,72,14,2.62,RU,1681842804
552,belley,45.8333,5.6667,15.64,89,76,0.96,FR,1681842804
553,island harbour,50.724,-1.2758,10.64,75,85,3.13,GB,1681842804
554,sofia,42.6975,23.3242,9.04,80,75,1.03,BG,1681842570
555,kayyerkan,69.3786,87.7439,-21.74,98,63,0.58,RU,1681842791
556,durban,-29.8579,31.0292,17.51,44,0,2.61,ZA,1681842070
557,novyy urgal,51.0736,132.5642,4.61,61,100,1.37,RU,1681842804
558,orhei,47.3831,28.8231,10.19,86,100,2.9,MD,1681842805
559,yuci,37.6803,112.7319,14.86,44,0,3.0,CN,1681842805
560,cam ranh,11.9214,109.1591,27.98,69,20,3.09,VN,1681842805
561,askoy,60.4092,5.226,12.16,43,0,4.12,NO,1681842805
562,lae,-6.7221,146.9847,24.23,91,83,2.4,PG,1681842805
563,kaa-khem,51.6833,94.7333,-4.52,46,100,2.67,RU,1681842805
564,zhenjiang,32.2092,119.4342,17.67,88,100,0.89,CN,1681842805
565,darhan,49.4867,105.9228,2.96,61,100,9.38,MN,1681842805
566,kataba,13.9833,44.3833,16.48,70,13,2.31,YE,1681842806
567,talcahuano,-36.7167,-73.1167,14.82,58,0,5.14,CL,1681842806
568,willingboro,40.0279,-74.869,18.53,44,40,7.2,US,1681842806
569,snovsk,51.8239,31.9428,9.01,64,100,2.97,UA,1681842806
570,nosy varika,-20.5833,48.5333,22.8,92,62,3.35,MG,1681842806
571,malkara,40.89,26.9011,9.04,97,44,2.07,TR,1681842806
